ID,item_cnt_month
0,0.812756
1,0.5680319
2,1.3044275
3,0.7758552
4,1.8650994
5,0.8058299
6,0.9988092
7,0.20863456
8,0.44374108
9,1.0818627
10,2.3633418
11,0.44409484
12,0.19540569
13,0.4013371
14,1.6476165
15,2.5124438
16,0.14241788
17,0.23817247
18,1.303927
19,0.3277257
20,0.3772178
21,0.39810297
22,1.4414477
23,0.58091563
24,1.596267
25,0.922771
26,0.68157876
27,0.81130725
28,1.0973008
29,4.2130613
30,0.934404
31,1.0682595
32,1.0681853
33,1.2485583
34,0.113731235
35,0.119719595
36,0.11681959
37,1.3767126
38,0.22895288
39,0.17058846
40,0.7874305
41,1.5216819
42,3.6417222
43,3.8603697
44,1.238738
45,0.3936438
46,1.0074277
47,0.4589357
48,0.6700666
49,0.6738614
50,1.2553473
51,0.6119694
52,0.5207564
53,0.46283612
54,5.057891
55,2.0190845
56,1.5233823
57,1.5694215
58,3.8712862
59,2.3203654
60,3.6363785
61,0.35248268
62,0.30415133
63,0.44775012
64,5.0966005
65,0.58770055
66,0.5565111
67,0.13324565
68,0.55074954
69,0.15529415
70,0.58770055
71,1.6999754
72,0.3743892
73,1.0588899
74,5.8701496
75,6.80821
76,0.34562105
77,5.6188273
78,0.5115041
79,1.1324005
80,1.6950334
81,2.2058914
82,1.2329001
83,0.30635673
84,1.0345924
85,0.8122233
86,0.71940476
87,0.096568584
88,2.1752775
89,0.9834668
90,0.7310844
91,0.8988638
92,1.9716522
93,0.19871864
94,0.7816813
95,0.09034768
96,0.10682127
97,0.4932423
98,0.7366319
99,1.4608433
100,1.2516956
101,1.171594
102,0.38924503
103,1.486613
104,0.21000296
105,0.67747027
106,0.4291056
107,1.0008596
108,0.17617452
109,0.5286453
110,0.3616756
111,0.9629196
112,1.0546386
113,1.1478837
114,0.2712653
115,0.468162
116,0.6146456
117,0.13577795
118,8.769343
119,0.1800183
120,0.18720585
121,0.22280991
122,0.37450212
123,0.366084
124,0.42447573
125,0.9257909
126,0.4576688
127,0.17797565
128,0.49578002
129,0.29892677
130,0.41845906
131,0.10092741
132,1.1051393
133,3.7861183
134,0.15006185
135,3.2537358
136,0.83624935
137,0.9695467
138,1.4828253
139,0.82100725
140,0.30311882
141,0.3511649
142,0.15840477
143,0.61715746
144,0.27661017
145,0.27661017
146,0.27661017
147,0.10727629
148,0.51687473
149,0.1749157
150,0.10453078
151,0.7610732
152,5.906042
153,0.31763196
154,0.09021711
155,0.22068748
156,0.2046386
157,0.30403048
158,0.16240084
159,0.2580176
160,0.92871696
161,0.2451658
162,0.53273225
163,0.7329555
164,0.5746244
165,0.16121116
166,0.3715973
167,0.10400653
168,0.76795435
169,0.19075403
170,0.2451658
171,0.5905379
172,0.1794495
173,1.9825534
174,1.4932454
175,2.3361883
176,1.3497171
177,0.6271846
178,0.2848711
179,0.23336583
180,1.6869103
181,0.23082119
182,0.13931325
183,0.20276403
184,0.15685216
185,0.1000644
186,0.18440476
187,0.17018053
188,0.76795435
189,0.76795435
190,0.3351615
191,0.56804997
192,0.81126237
193,0.22282714
194,0.28659815
195,0.2131767
196,0.67955214
197,2.9026666
198,1.3139324
199,1.7581812
200,0.05258304
201,1.7581812
202,0.18512121
203,1.1877539
204,0.16199434
205,0.45769936
206,0.31034386
207,0.21814787
208,1.7985594
209,0.5363444
210,0.23417318
211,0.13829795
212,0.096568584
213,0.29343975
214,0.13659841
215,0.30587348
216,0.32405704
217,0.14739281
218,1.286696
219,0.54094434
220,0.20207644
221,3.8841784
222,2.806231
223,1.0926846
224,2.429225
225,0.46535823
226,0.67538965
227,0.22108606
228,0.25821117
229,0.38164705
230,5.806383
231,0.85359
232,0.14098266
233,0.20200771
234,0.12339324
235,0.12592039
236,0.37515652
237,0.6128439
238,0.8312311
239,0.33522737
240,0.36745745
241,0.13394028
242,0.15129778
243,3.3915637
244,0.51687473
245,0.28905594
246,1.592879
247,0.6478371
248,0.5177649
249,0.15152162
250,0.78636575
251,0.35143042
252,0.35794875
253,1.2750618
254,0.6735075
255,5.6193957
256,0.5616222
257,0.27238297
258,0.35105658
259,0.20843482
260,0.093895555
261,0.14534917
262,0.24417034
263,0.079016626
264,0.15934569
265,0.58112574
266,0.12328288
267,0.22338793
268,0.36254203
269,0.29385203
270,1.2656357
271,0.23704743
272,0.15795887
273,1.072726
274,12.381516
275,0.19735825
276,0.23651624
277,1.031707
278,0.5029095
279,0.50005925
280,0.3003803
281,0.1726011
282,0.19501495
283,0.5245996
284,0.50384945
285,0.226177
286,0.15615377
287,0.9497081
288,0.16247234
289,0.2987877
290,0.10333535
291,0.18569925
292,0.5288629
293,0.12753835
294,0.5469385
295,1.237385
296,0.48298883
297,0.32545435
298,0.1000644
299,0.48855478
300,0.24433088
301,0.77877027
302,0.9835659
303,0.48562747
304,0.11743879
305,0.13687286
306,0.29700226
307,0.23209745
308,0.20562732
309,0.933439
310,0.6805228
311,0.48758146
312,0.6486187
313,0.39103982
314,0.06276724
315,0.95417655
316,0.34505385
317,1.8587205
318,0.12923253
319,0.19002551
320,0.41368613
321,0.11187169
322,0.6402751
323,0.1784885
324,0.3968587
325,0.50597924
326,0.19852906
327,0.20820415
328,0.26310512
329,0.24041578
330,0.19519335
331,0.13489059
332,0.15080336
333,0.2604537
334,0.6154911
335,0.21184441
336,0.27846226
337,0.5023996
338,0.25674507
339,0.7587894
340,0.1370323
341,0.21361879
342,0.6271846
343,0.74442446
344,0.20052743
345,0.124732405
346,4.2476544
347,3.380512
348,0.12151098
349,0.50367516
350,0.23245585
351,0.80517733
352,0.07884073
353,0.29892787
354,0.47937956
355,0.4888811
356,0.563482
357,1.1576302
358,0.3052684
359,0.5424313
360,0.87902194
361,4.7800026
362,0.7042657
363,0.84623694
364,0.95101583
365,0.5339468
366,0.6271846
367,0.13202241
368,0.14117956
369,0.53612316
370,0.48194498
371,1.3214922
372,0.8208205
373,0.26404402
374,1.3869226
375,2.4429965
376,0.95498306
377,0.23880339
378,0.3834006
379,0.29392558
380,3.2703838
381,0.43026462
382,0.44455323
383,0.4461651
384,1.5494466
385,0.2520489
386,0.55874676
387,0.81651556
388,0.17990002
389,0.10721904
390,0.06308201
391,0.30419993
392,0.15823013
393,0.72432834
394,0.19784668
395,0.06174314
396,1.8521042
397,1.203236
398,0.11252144
399,0.2976306
400,0.4440889
401,0.31579685
402,2.501954
403,3.4322581
404,0.8405514
405,0.17659283
406,0.33267075
407,0.16985959
408,0.24462205
409,5.7689
410,0.5532368
411,1.6206695
412,0.38967186
413,0.57082015
414,0.09868765
415,3.104777
416,2.6862326
417,5.7689
418,6.0959105
419,0.5532368
420,0.36083817
421,2.2679691
422,0.39213172
423,0.97479916
424,0.34133852
425,0.33696747
426,5.985037
427,0.49988592
428,1.0431974
429,0.37593663
430,1.2746722
431,0.90414655
432,0.10817921
433,0.20066857
434,0.18388766
435,1.1534199
436,0.10583481
437,0.81849086
438,0.33912185
439,0.333915
440,0.26286668
441,0.33961856
442,0.7433492
443,0.2556082
444,0.39440298
445,0.93933207
446,0.39154288
447,0.32176822
448,0.30515003
449,0.44289213
450,0.25629535
451,0.2786034
452,0.29032278
453,0.30020982
454,0.50372237
455,0.2574231
456,0.62400544
457,0.07843417
458,1.7385039
459,1.1906397
460,17.102413
461,0.7011532
462,0.52854323
463,0.38108063
464,0.6865536
465,0.6381745
466,0.3222648
467,0.43108374
468,0.18273067
469,0.2658174
470,0.30257553
471,0.18068048
472,0.11701223
473,0.07913503
474,0.9966273
475,0.967258
476,0.098511934
477,0.24787483
478,0.07470149
479,0.41452652
480,0.44051823
481,0.44051823
482,0.19528437
483,0.32416102
484,0.70786387
485,0.38595852
486,0.4910038
487,0.43832812
488,0.33571234
489,2.5065298
490,0.39599285
491,0.30895877
492,0.9486114
493,0.13335204
494,0.3583753
495,0.16435659
496,0.14875597
497,6.7639365
498,4.6488495
499,0.61883456
500,6.019999
501,0.6915091
502,0.40088183
503,0.16181517
504,1.0774822
505,1.1020687
506,1.0432341
507,0.16001797
508,0.9542271
509,0.39584327
510,0.26334983
511,0.15376279
512,0.19076642
513,0.5532368
514,0.18107328
515,6.7639365
516,0.21565679
517,0.471807
518,1.165296
519,0.82931036
520,0.6841314
521,0.27312642
522,1.1356533
523,1.325566
524,0.23713198
525,1.0638267
526,0.20624226
527,0.18589094
528,0.10768694
529,0.10817921
530,1.00663
531,0.4240021
532,0.1643056
533,0.13728249
534,0.0948897
535,0.11327234
536,5.7689
537,0.14021382
538,0.26265237
539,0.2055529
540,0.7692373
541,5.7689
542,0.13537946
543,0.21338674
544,0.16810557
545,0.10046533
546,0.25290942
547,0.20244104
548,0.24924311
549,0.18063286
550,0.077174515
551,0.43797615
552,1.222405
553,0.23524365
554,0.10344306
555,0.47121117
556,0.18111956
557,0.31594646
558,0.0948897
559,0.3255474
560,0.19912478
561,1.0618651
562,0.2135796
563,0.07593098
564,0.060741007
565,0.16429669
566,0.1975787
567,0.13937607
568,0.4304309
569,0.2735089
570,0.36910978
571,0.41774142
572,1.1742362
573,0.1793786
574,0.1271685
575,0.2342087
576,0.33029127
577,0.5532368
578,6.0350213
579,0.28748307
580,0.064281315
581,0.06522125
582,0.087577224
583,0.064281315
584,0.6673465
585,0.32551768
586,0.08580771
587,1.2398537
588,3.6395006
589,0.49253094
590,1.2278197
591,0.6573235
592,2.5091257
593,0.16435659
594,0.24192595
595,0.32933006
596,0.23430395
597,0.06941134
598,0.07617575
599,0.06213352
600,0.19641206
601,0.59707844
602,0.06053567
603,0.06221938
604,0.15771616
605,0.111780554
606,0.23573804
607,0.44533405
608,0.1586977
609,0.5375113
610,0.5761542
611,0.67388564
612,0.077174515
613,0.077174515
614,0.104685456
615,1.3026059
616,1.436447
617,0.68549395
618,0.81419975
619,0.12742424
620,0.29489955
621,6.019999
622,1.7719704
623,0.8843286
624,0.6153154
625,0.2988423
626,0.34858283
627,0.263137
628,0.16814134
629,0.27475667
630,0.18451267
631,0.060741007
632,0.34874764
633,0.25518802
634,0.9389205
635,0.26550162
636,0.58770055
637,0.19050428
638,0.19558463
639,0.13733563
640,0.7635948
641,1.0039968
642,0.36977187
643,0.113420635
644,0.12839848
645,0.5680319
646,0.63721424
647,0.10098979
648,0.10382646
649,0.40047672
650,0.25646865
651,0.98412687
652,0.6360023
653,0.15547705
654,0.35794875
655,0.39030597
656,0.990061
657,0.16205597
658,0.08950871
659,0.15327784
660,0.47660434
661,0.2644383
662,0.059801072
663,0.91636235
664,0.13543642
665,0.71439916
666,0.1554794
667,0.5532368
668,0.9069029
669,0.69254595
670,0.08919579
671,0.20632765
672,0.11743879
673,0.67596453
674,0.09202632
675,0.36424345
676,0.61763704
677,0.4278109
678,0.4522711
679,0.35171244
680,0.1042895
681,0.1604661
682,0.15327784
683,0.11163834
684,0.9069029
685,0.85431457
686,0.6864863
687,0.89480215
688,0.2546646
689,0.13489059
690,0.12921077
691,0.16289121
692,0.189154
693,0.18861514
694,0.14569995
695,0.9674674
