ID,item_cnt_month
0,1.0030189
1,0.7146791
2,1.9429259
3,0.6551048
4,0.8874619
5,0.7944025
6,0.83068025
7,0.20120716
8,0.5886495
9,1.0301582
10,2.6183484
11,0.3780641
12,0.19278863
13,0.48512936
14,1.9337088
15,2.5161273
16,0.17474815
17,0.24362186
18,1.2086217
19,0.38521397
20,0.38657853
21,0.3245573
22,1.6529894
23,0.5531726
24,1.4702055
25,0.55013466
26,0.81481576
27,0.7852372
28,1.1078744
29,4.0679197
30,0.8375505
31,1.2235159
32,1.0571194
33,1.4240317
34,0.17217004
35,0.19282258
36,0.18440324
37,1.535833
38,0.23164201
39,0.16548228
40,0.68870664
41,1.3877456
42,3.7916827
43,3.727536
44,1.1754375
45,1.0380657
46,1.0466778
47,0.4297656
48,0.5908433
49,0.6353222
50,1.0892081
51,0.5387838
52,0.49550897
53,0.4798312
54,5.619242
55,2.3140583
56,1.6808782
57,1.6108485
58,2.9775965
59,1.8700967
60,3.5255327
61,0.3943799
62,0.34172237
63,0.40190056
64,5.4359365
65,0.45153892
66,0.45940274
67,0.11715397
68,0.6022114
69,0.20564905
70,0.45153892
71,1.8638947
72,0.47519416
73,1.1839318
74,6.6677046
75,8.308663
76,0.29487357
77,5.943311
78,0.64963496
79,1.4406431
80,1.701555
81,2.3018122
82,1.2462132
83,0.3357923
84,0.9812425
85,0.83475417
86,0.65812534
87,0.08325505
88,2.3942685
89,1.0188603
90,0.8392566
91,0.58523405
92,2.2347536
93,0.18819553
94,1.004076
95,0.11699054
96,0.12382725
97,0.560579
98,0.66700506
99,1.4614258
100,1.2112467
101,1.1446393
102,0.37275225
103,1.0370986
104,0.23847285
105,0.88135886
106,0.6361652
107,0.84278715
108,0.17071316
109,0.42704237
110,0.3939635
111,1.0475879
112,1.2931591
113,0.83750415
114,0.28343287
115,0.553792
116,0.88204867
117,0.16968352
118,8.34996
119,0.1748471
120,0.17877963
121,0.23323345
122,0.40649903
123,0.42394197
124,0.45881158
125,0.8335411
126,0.47411048
127,0.2038129
128,0.49959102
129,0.3006604
130,0.41957113
131,0.091501474
132,1.4073043
133,4.2054024
134,0.13903958
135,3.2955196
136,0.820627
137,0.94339514
138,1.4695984
139,1.0217519
140,0.28656983
141,0.36529458
142,0.15361348
143,0.52295744
144,0.26652226
145,0.26652226
146,0.26652226
147,0.10304293
148,0.47019643
149,0.21867916
150,0.1426647
151,1.0650961
152,6.033428
153,0.3226722
154,0.122495204
155,0.2266039
156,0.20886648
157,0.42157343
158,0.15880984
159,0.2333011
160,1.279284
161,0.23413777
162,0.58975583
163,0.7216299
164,0.5483644
165,0.14896461
166,0.37467468
167,0.09486529
168,0.3339905
169,0.168834
170,0.23360038
171,0.647391
172,0.15119204
173,2.3341923
174,1.6717418
175,2.3819277
176,1.2673883
177,0.6547507
178,0.22580764
179,0.23215944
180,1.39869
181,0.17756763
182,0.18138015
183,0.19816482
184,0.18179959
185,0.114153355
186,0.18494734
187,0.17149857
188,0.6757945
189,0.6757945
190,0.30144638
191,0.59299946
192,0.8681849
193,0.20590663
194,0.31714147
195,0.15322763
196,0.5976962
197,2.9646409
198,1.2052813
199,0.8685898
200,0.15952197
201,0.8685898
202,0.19074187
203,1.6516207
204,0.16541454
205,0.28909627
206,0.11779073
207,0.14514771
208,1.9138645
209,0.45830756
210,0.18716937
211,0.16936591
212,0.08755249
213,0.2683308
214,0.13585049
215,0.18979079
216,0.32892877
217,0.12492746
218,1.3998065
219,0.53359866
220,0.20535544
221,3.457046
222,2.2985203
223,1.1488755
224,2.2568781
225,0.55889094
226,0.7426696
227,0.22829196
228,0.21842092
229,0.33278957
230,4.176237
231,0.9414206
232,0.12626293
233,0.1812928
234,0.14559412
235,0.13646922
236,0.39498425
237,0.8553208
238,0.5201716
239,0.3898039
240,0.33951235
241,0.13942024
242,0.14215234
243,2.8217988
244,0.47581023
245,0.27149388
246,1.5542123
247,0.6576676
248,0.42449474
249,0.13232934
250,0.70712304
251,0.29782885
252,0.41625762
253,1.2715309
254,0.6924762
255,5.4541416
256,0.6482472
257,0.24100503
258,0.347366
259,0.23265868
260,0.104778886
261,0.19939068
262,0.23326066
263,0.068550974
264,0.17022666
265,0.5432168
266,0.10679656
267,0.30019042
268,0.39034405
269,0.29326612
270,0.9843999
271,0.23160172
272,0.17731261
273,1.0336668
274,12.527979
275,0.19196776
276,0.22515568
277,0.9749509
278,0.38061368
279,0.5115891
280,0.20983234
281,0.1732271
282,0.19905838
283,0.5205842
284,0.5540522
285,0.20783612
286,0.109900326
287,0.95942986
288,0.15562654
289,0.273156
290,0.1329945
291,0.18131018
292,0.5338692
293,0.16326985
294,0.5760891
295,1.1513002
296,0.4303394
297,0.27408025
298,0.14711663
299,0.4650274
300,0.2496118
301,0.83364046
302,1.1219983
303,0.52741855
304,0.12212944
305,0.11500803
306,0.28994367
307,0.20750037
308,0.23852253
309,1.1570361
310,0.72310185
311,0.46885067
312,0.6461561
313,0.368486
314,0.062401116
315,1.0290997
316,0.38152218
317,1.5942785
318,0.1299021
319,0.19604436
320,0.55949074
321,0.09753838
322,0.6743609
323,0.25155497
324,0.4161585
325,0.55098885
326,0.21136883
327,0.19102675
328,0.2603804
329,0.23115844
330,0.2010138
331,0.11682269
332,0.12883979
333,0.26891166
334,0.65488994
335,0.20892748
336,0.29476327
337,0.54988575
338,0.24368617
339,0.82164717
340,0.14172068
341,0.14527556
342,0.67876714
343,0.73511124
344,0.20769036
345,0.118968695
346,4.4620323
347,2.8753908
348,0.11534613
349,0.44003186
350,0.2573993
351,0.84755325
352,0.099734485
353,0.31477726
354,0.48765704
355,0.41935053
356,0.6395906
357,1.1164166
358,0.32573503
359,0.60726476
360,0.7373091
361,4.0624223
362,0.63036084
363,0.864792
364,1.0980711
365,0.43490696
366,0.67876714
367,0.12827194
368,0.13201973
369,0.6690084
370,0.63856554
371,1.339602
372,1.0130697
373,0.304689
374,1.3131905
375,2.3153706
376,1.0190847
377,0.26724762
378,0.38659096
379,0.25160402
380,3.5057762
381,0.41404647
382,0.3688315
383,0.33999795
384,1.3162203
385,0.23778498
386,0.5117367
387,0.7832699
388,0.17538345
389,0.09489876
390,0.06723553
391,0.27635747
392,0.15481243
393,0.8185272
394,0.17514423
395,0.055179805
396,2.1251235
397,1.1346636
398,0.14245003
399,0.23310801
400,0.63387483
401,0.29994303
402,2.6527288
403,3.7096426
404,1.0284034
405,0.26249123
406,0.48461774
407,0.07289323
408,0.2509066
409,4.7682133
410,0.45153892
411,1.7296699
412,0.54702127
413,0.65826386
414,0.12399438
415,3.161164
416,2.432086
417,4.7682133
418,4.745124
419,0.45153892
420,0.37746793
421,2.1899862
422,0.37547472
423,1.0644702
424,0.34503022
425,0.34716773
426,4.970383
427,0.6615201
428,0.9122884
429,0.27815348
430,1.336493
431,1.228217
432,0.099906415
433,0.2015149
434,0.1614547
435,1.0164566
436,0.093203366
437,0.8541125
438,0.3533496
439,0.35390484
440,0.18985772
441,0.26758093
442,0.49473077
443,0.2590296
444,0.51522005
445,0.88888013
446,0.3656553
447,0.3424831
448,0.40077668
449,0.50408345
450,0.27147722
451,0.25615272
452,0.27875823
453,0.25661594
454,0.45705676
455,0.2547326
456,0.5681075
457,0.071890116
458,1.8668773
459,1.1358194
460,17.126848
461,0.72387147
462,0.35412538
463,0.365103
464,0.77215433
465,0.71765614
466,0.26703024
467,0.8607481
468,0.222994
469,0.24008211
470,0.2203216
471,0.1952183
472,0.11436692
473,0.074364066
474,0.7710923
475,0.7624184
476,0.10289061
477,0.34921372
478,0.08592293
479,0.3018489
480,0.31362015
481,0.31362015
482,0.17777693
483,0.36017627
484,0.7498038
485,0.36916277
486,0.51720893
487,0.39692742
488,0.3128073
489,2.2572489
490,0.44149426
491,0.22934157
492,0.8764931
493,0.11383948
494,0.47192663
495,0.18588006
496,0.17120358
497,6.8026223
498,4.3067694
499,0.6030113
500,5.6800947
501,0.7889823
502,0.554498
503,0.16992688
504,1.1130812
505,1.6600798
506,1.3850051
507,0.20950872
508,0.98529184
509,0.27719963
510,0.26042083
511,0.17720407
512,0.17880172
513,0.56306136
514,0.15664467
515,5.3879986
516,0.19756094
517,0.64680916
518,1.349334
519,0.8265518
520,0.9715937
521,0.2587169
522,1.4339387
523,1.1608422
524,0.25734377
525,1.3182517
526,0.21424648
527,0.18513125
528,0.138459
529,0.10203409
530,0.6840105
531,0.44858515
532,0.15324166
533,0.17155024
534,0.07274845
535,0.12752572
536,4.970383
537,0.16690484
538,0.22213304
539,0.21774316
540,0.8589364
541,4.7682133
542,0.12386161
543,0.26179308
544,0.16154274
545,0.13640422
546,0.23083898
547,0.22615805
548,0.26984024
549,0.19341207
550,0.08062139
551,0.4528427
552,1.0138106
553,0.2108826
554,0.094703615
555,0.5218476
556,0.19935015
557,0.29945898
558,0.06551194
559,0.38006127
560,0.22270313
561,1.5033696
562,0.20489228
563,0.058704108
564,0.054053128
565,0.18026593
566,0.21072376
567,0.13555339
568,0.4929615
569,0.24729481
570,0.35609603
571,0.39992622
572,1.4012856
573,0.21086851
574,0.16042331
575,0.17117852
576,0.29387957
577,0.56306136
578,6.4614096
579,0.30906373
580,0.0520716
581,0.05261895
582,0.0649429
583,0.0520716
584,0.6629281
585,0.29255775
586,0.10495305
587,1.2747066
588,3.186242
589,0.5719384
590,1.1453184
591,0.6847745
592,2.4875994
593,0.17744094
594,0.19025448
595,0.36090064
596,0.23958826
597,0.06885132
598,0.076102555
599,0.06176141
600,0.23133942
601,0.52896905
602,0.05742231
603,0.058930427
604,0.1786018
605,0.1116595
606,0.25389183
607,0.52499896
608,0.30641824
609,0.60225457
610,0.682615
611,0.85750985
612,0.03491658
613,0.03491658
614,0.071091175
615,1.4687976
616,1.01089
617,0.7825111
618,0.6920309
619,0.15326586
620,0.26366732
621,5.6800947
622,1.1555772
623,0.6670997
624,0.60588026
625,0.2513178
626,0.31941652
627,0.2456229
628,0.1661604
629,0.27465862
630,0.18108508
631,0.054053128
632,0.3336797
633,0.29718518
