ID,item_cnt_month
0,0.6272508
1,0.56601024
2,0.9673024
3,0.5011544
4,2.0127416
5,0.58031726
6,0.990968
7,0.19235829
8,0.5611801
9,0.97414297
10,2.0849576
11,0.35475606
12,0.16423756
13,0.4262814
14,1.4974177
15,2.3101377
16,0.13771752
17,0.21627182
18,1.2496622
19,0.3392689
20,0.34586695
21,0.35400972
22,1.65877
23,0.5478319
24,1.4760439
25,1.2969257
26,0.69667673
27,0.5684084
28,1.1108063
29,3.5848737
30,0.95424783
31,1.6027254
32,0.94268644
33,1.0330238
34,0.17571819
35,0.17571819
36,0.17571819
37,1.0391536
38,0.24847072
39,0.21387956
40,0.78282845
41,1.3515916
42,3.2919922
43,3.545571
44,1.0205688
45,0.38452935
46,0.9943366
47,0.4258061
48,0.5820136
49,0.76175153
50,0.9368155
51,0.57925475
52,0.46105805
53,0.43388182
54,4.5728083
55,1.7710404
56,1.0642629
57,1.3623965
58,3.8391705
59,2.4385211
60,3.3302789
61,0.35578668
62,0.38068992
63,0.48541737
64,5.951526
65,0.53749937
66,0.5299767
67,0.17682564
68,0.40381625
69,0.167133
70,0.53749937
71,1.6015896
72,0.55388784
73,0.9874987
74,4.993633
75,6.0261464
76,0.31195402
77,4.3099527
78,0.4818996
79,0.74194914
80,1.4769624
81,2.6886742
82,1.1381316
83,0.25920105
84,0.7625054
85,0.84493196
86,0.50352675
87,0.1231668
88,2.2854948
89,1.0369146
90,0.69756055
91,0.49023694
92,1.7584335
93,0.23860896
94,0.6509402
95,0.110756755
96,0.12996387
97,0.3875046
98,0.51232284
99,1.4933906
100,1.049076
101,1.3907387
102,0.41654533
103,0.6953588
104,0.20383331
105,0.57438785
106,0.4330647
107,0.8060717
108,0.18616134
109,0.53749937
110,0.39671713
111,1.07513
112,1.5589366
113,1.8406783
114,0.31816667
115,0.41397798
116,0.6490813
117,0.13164943
118,9.347317
119,0.18281806
120,0.2049689
121,0.22914562
122,0.3651994
123,0.36534286
124,0.40618074
125,0.95332336
126,0.4687994
127,0.20171961
128,0.4809824
129,0.2942463
130,0.36852226
131,0.1363568
132,1.0559626
133,3.91465
134,0.16766104
135,2.1230457
136,0.72217166
137,0.8135673
138,1.388136
139,0.6109253
140,0.3009274
141,0.41676414
142,0.15664122
143,0.66004485
144,0.2946347
145,0.2946347
146,0.2946347
147,0.120548755
148,0.5003688
149,0.15899158
150,0.1156311
151,0.71391964
152,5.363267
153,0.3214602
154,0.10996607
155,0.24541762
156,0.20752484
157,0.26586494
158,0.18007141
159,0.279912
160,0.9759985
161,0.2590021
162,0.95314074
163,0.5957438
164,0.46698046
165,0.17992091
166,0.41731027
167,0.1231668
168,0.623036
169,0.18616134
170,0.2590021
171,0.5392943
172,0.18866917
173,1.9012039
174,1.4490175
175,2.6392205
176,1.4604614
177,0.6427574
178,0.27353013
179,0.24129128
180,1.3942269
181,0.25727648
182,0.14747688
183,0.20752484
184,0.19531679
185,0.10746688
186,0.18634218
187,0.16306248
188,0.6185444
189,0.6185444
190,0.33649254
191,0.5268323
192,0.90977216
193,0.21288612
194,0.33649254
195,0.2412427
196,0.65047574
197,2.1498294
198,1.444926
199,2.0127416
